community,label,x,y
0,14-3-3 protein interactions,0.6921102869434602,-0.5524612067176791
1,3D Shape Modeling and Analysis,0.0455371415597546,-0.005653405277870502
2,3D Surveying and Cultural Heritage,0.01140416537887358,0.0502798211045735
3,AI and HR Technologies,0.03501622833069384,0.09512046432520302
4,AI in Service Interactions,-0.018953920587960655,-0.08714629652982368
5,AI in cancer detection,-0.009507159431935372,-0.028295468479483134
6,AI-based Problem Solving and Planning,-0.06571096523716073,-0.05724979402470931
7,Academic integrity and plagiarism,-0.027422411151371853,-0.03719867952871574
8,Access Control and Trust,-0.7186617326772907,-0.41980157113943734
9,Acoustic Wave Phenomena Research,-0.9571917099224941,-0.2284555852292974
10,Actinomycetales infections and treatment,0.8509173208466476,-0.4252353369991355
11,Action Observation and Synchronization,-0.14513177204446284,-0.025346721689491033
12,Adaptive Control of Nonlinear Systems,-0.7445228914554425,-0.6662484044064334
13,Adaptive Dynamic Programming Control,-0.01185303944778384,0.19112862830148541
14,Adipose Tissue and Metabolism,-0.9214833199419884,0.4414865875940093
15,Advanced Clustering Algorithms Research,-0.12329105170516647,0.03865507538763272
16,Advanced Combinatorial Mathematics,0.8440836393120087,0.12244726193915224
17,Advanced Computational Techniques and Applications,0.13033438259304483,0.22779932657546778
18,Advanced DC-DC Converters,-0.9196385139680672,-0.3475314029682415
19,Advanced Data Compression Techniques,0.0691842422522821,-0.010770807234130039
20,Advanced Data Processing Techniques,-0.05461450877438813,-0.05473111805849985
21,Advanced Database Systems and Queries,0.09006262066818838,-0.014320996649954228
22,Advanced Graph Neural Networks,0.019791648996828372,-0.029810168021812158
23,Advanced Image Fusion Techniques,-0.0964199750241909,0.11014188101138936
24,Advanced Image Processing Techniques,0.009069355503214725,-0.005204812102813316
25,Advanced Image and Video Retrieval Techniques,0.027220724848042586,-0.03076119428339485
26,Advanced MEMS and NEMS Technologies,-0.5939544026926005,-0.7215703495610274
27,Advanced MIMO Systems Optimization,0.14636229882908675,-0.10174052396616018
28,Advanced MRI Techniques and Applications,-0.09437706631290298,-0.08716635873194946
29,Advanced Malware Detection Techniques,0.029106464330634213,0.012954045004503601
30,Advanced Memory and Neural Computing,0.025591071553039343,-0.01652736064254405
31,Advanced NMR Techniques and Applications,0.873174349888886,-0.20175118257636146
32,Advanced Neural Network Applications,0.010968305058424874,-0.01950470549622641
33,Advanced Neuroimaging Techniques and Applications,-0.0206091969473229,0.835338429031807
34,Advanced Proteomics Techniques and Applications,-0.07010363264457058,-0.1297502931351814
35,Advanced Software Engineering Methodologies,-0.0037228584010775036,-0.9644232862045226
36,Advanced Steganography and Watermarking Techniques,0.04874278542984429,-0.01521798692691461
37,Advanced Surface Polishing Techniques,-0.49587241822254363,0.7868092394341233
38,Advanced Text Analysis Techniques,0.03652070054543166,-0.06327948624658317
39,Advanced Vision and Imaging,0.01951984538139961,-0.027171189122624426
40,Advanced Wireless Communication Techniques,0.9823161350876034,-0.06884609395399872
41,Advanced biosensing and bioanalysis techniques,-0.7909054891331827,0.5131551547390362
42,Advancements in PLL and VCO Technologies,-0.5915134443638245,-0.6767330496849169
43,Adversarial Robustness in Machine Learning,0.019290062651750612,-0.05516756015561023
44,Agronomic Practices and Intercropping Systems,0.11097725635831691,-0.706880640307952
45,Air Quality Monitoring and Forecasting,0.10169173870994554,-0.032598116847829386
46,Air Quality and Health Impacts,-0.6223624186349828,-0.7457749227799391
47,Algorithms and Data Compression,0.031940353070293206,-0.0609705598534145
48,Alzheimer's disease research and treatments,-0.17339199025101407,0.14028033518981017
49,American Constitutional Law and Politics,0.8100239389669053,0.2648058175575343
50,Amino Acid Enzymes and Metabolism,0.3008303571790798,0.9046370710829132
51,Anaerobic Digestion and Biogas Production,-0.20081640044954327,0.08688421932766105
52,Analytical chemistry methods development,0.7496961898145256,-0.5357943655482253
53,Animal Disease Management and Epidemiology,0.383766944272162,-0.8213263767357787
54,Animal Genetics and Reproduction,-0.4963558978150289,-0.8321705801415012
55,Animal Virus Infections Studies,0.5505351392695909,-0.749859379876438
56,Animal Vocal Communication and Behavior,-0.798508610012314,-0.5122381493533258
57,Anomaly Detection Techniques and Applications,0.0041803602407692085,-0.0011242868945794916
58,Antenna Design and Optimization,-0.6372211730605404,0.4962908676059014
59,Anthropological Studies and Insights,0.627677835344891,-0.6382441017035906
60,Antibiotic Resistance in Bacteria,-0.15175670920736828,0.025889828222941703
61,Antimicrobial Peptides and Activities,0.09369063231953924,-0.13917376735355608
62,Antimicrobial Resistance in Staphylococcus,-0.6435578721559233,-0.4709999993406343
63,"Anxiety, Depression, Psychometrics, Treatment, Cognitive Processes",-0.26756990056903257,-0.5990776078351117
64,Approximation Theory and Sequence Spaces,-0.5915024126751954,0.6836426534857034
65,Aquaculture disease management and microbiota,0.4772833251167914,-0.7623889998212556
66,Aquatic Ecosystems and Biodiversity,-0.5453215614294826,-0.7556249643329678
67,Aquatic Invertebrate Ecology and Behavior,0.21066279674813188,0.8257379020802869
68,Architecture and Computational Design,0.851227588484058,0.47610674953256255
69,Art Education and Development,-0.027358636965818885,0.05631594573739162
70,Artificial Intelligence in Games,-0.00829541232453702,-0.05953462739906197
71,Artificial Intelligence in Healthcare and Education,-0.002347826222315786,-0.04948107052595439
72,Artificial Intelligence in Law,-0.02044227721357144,-0.058676038341379806
73,Asphalt Pavement Performance Evaluation,-0.5350025410958069,-0.6777809390831048
74,Assistive Technology in Communication and Mobility,-0.39667564170499114,-0.8669166579562587
75,Astrophysics and Star Formation Studies,0.3436984076521326,-0.912764372157984
76,Attachment and Relationship Dynamics,-0.19698555664745093,-0.6553519522819625
77,Attention Deficit Hyperactivity Disorder,-0.19221753230344382,-0.48049476593514323
78,"Auditing, Earnings Management, Governance",-0.15258247885234508,-0.0046893670614847165
79,Authorship Attribution and Profiling,0.04199368795439507,-0.0002332539771180143
80,Autism Spectrum Disorder Research,0.004948882562122843,-0.37073730999628307
81,Autonomous Vehicle Technology and Safety,0.04043758425669902,0.01641761394624747
82,BIM and Construction Integration,0.09266515143962212,0.023757407430162865
83,Bacterial Genetics and Biotechnology,0.45968963687183695,-0.8608328329940299
84,Bacterial Identification and Susceptibility Testing,0.9213612973537608,0.16987037283786224
85,Bacterial Infections and Vaccines,0.8889529010433385,0.1265833540089948
86,Bacteriophages and microbial interactions,0.005962347352986203,0.07727682120408894
87,"Balance, Gait, and Falls Prevention",-0.8259607297669976,0.4011485369432522
88,Banana Cultivation and Research,-0.3641559232560857,-0.8643585909330332
89,Bayesian Methods and Mixture Models,0.05461214779986104,-0.043985986088529
90,Bayesian Modeling and Causal Inference,0.010887047884963502,-0.13433071554588946
91,Behavioral and Psychological Studies,0.799705249633264,-0.47147778533858675
92,Biblical Studies and Interpretation,-0.898641079924288,-0.2061510547243977
93,Big Data Technologies and Applications,0.05671944876567875,0.05020724440203994
94,Biochemical Analysis and Sensing Techniques,0.1317775973130014,-0.5251043905101881
95,Biochemical and Molecular Research,-0.48987619487571504,-0.7611341493482363
96,Biochemical and Structural Characterization,-0.6314514954063417,-0.2187063318344111
97,Bioenergy crop production and management,0.4581429067779561,0.46293893826754345
98,Biofuel production and bioconversion,0.7873661701017822,0.38015814193666375
99,Bioinformatics and Genomic Networks,-0.048993086786382825,-0.00022603619150856155
100,Biomedical Text Mining and Ontologies,0.011393499052763796,-0.03057380763010463
101,Biomedical and Engineering Education,-0.029174697028142252,-0.011675190180855256
102,Bipolar Disorder and Treatment,-0.07820235682559684,-0.14212452598664466
103,Black Holes and Theoretical Physics,-0.05585097006144242,0.12213544505175884
104,Bladder and Urothelial Cancer Treatments,0.8324859620872735,0.3365803968331747
105,Blind Source Separation Techniques,0.14872533427849138,-0.062413598104673805
106,Blood groups and transfusion,-0.43963050525767633,0.8863731661803022
107,Bone health and treatments,-0.9055707979242665,0.2565025252014972
108,Brain Tumor Detection and Classification,0.0324198087043201,-0.009388923615773287
109,Bryophyte Studies and Records,-0.7523796979706195,-0.47327873484938016
110,Building Energy and Comfort Optimization,-0.07864855065175146,-0.0913224173706213
111,Business Process Modeling and Analysis,-0.022549573491645096,-0.028510097422873755
112,CCD and CMOS Imaging Sensors,-0.031714074783973034,-0.07371242066607038
113,COVID-19 diagnosis using AI,-0.03237291212453875,-0.042083701808172086
114,CRISPR and Genetic Engineering,0.7185725780382456,0.5257201499063276
115,Caching and Content Delivery,0.07130484754240957,-0.03152481680892988
116,Calcium Carbonate Crystallization and Inhibition,-0.07225877299151688,0.023609281208797486
117,Cancer and biochemical research,0.7775599521370281,-0.3694290479067447
118,Cancer therapeutics and mechanisms,0.27121406291493283,-0.859662454334834
119,Cancer-related Molecular Pathways,-0.4352755285508499,0.658335972166501
120,Cancer-related molecular mechanisms research,0.006772051779759454,0.031463397928801595
121,Carbohydrate Chemistry and Synthesis,0.7401770099309587,-0.4168363545710702
122,Carbon dioxide utilization in catalysis,-0.39312226553998686,0.7254353114080179
123,Cardiac pacing and defibrillation studies,0.6759814744420014,0.628245496527062
124,Cardiomyopathy and Myosin Studies,-0.8391342939650737,-0.5185934131513031
125,"Categorization, perception, and language",-0.04217819754352379,-0.19901322998931598
126,Cell Image Analysis Techniques,-0.00670660020133806,0.04132548460437247
127,Cellular and Composite Structures,0.2296216877292049,0.47971944009572176
128,Cerebral Palsy and Movement Disorders,-0.7889856565164428,0.564193836225983
129,Cerebrospinal fluid and hydrocephalus,-0.6906177451678542,-0.7258458905474406
130,Chaos control and synchronization,-0.0737582364922158,0.9530098898083331
131,Chaos-based Image/Signal Encryption,-0.4429527574649859,0.840325694830847
132,Chemical Analysis and Environmental Impact,-0.7678762757010575,0.6252744008541533
133,Chemical Synthesis and Analysis,-0.2582064765001573,0.23916781182436125
134,Chemokine receptors and signaling,0.02846881530619129,-0.8994479987522684
135,Child Development and Digital Technology,0.10682047686208226,-0.08073279115658084
136,Child and Adolescent Psychosocial and Emotional Development,0.4038627443113388,0.8664083868697044
137,Child and Animal Learning Development,0.022271481647677265,-0.143588887886082
138,Cholinesterase and Neurodegenerative Diseases,-0.5512317428818037,0.6938764591415213
139,Chromosomal and Genetic Variations,-0.06379154727677168,0.10341986109046232
140,Chronic Disease Management Strategies,-0.09572597916696451,0.05559834360945456
141,Cinema and Media Studies,0.7302321905727542,0.4786055455383757
142,Civil and Geotechnical Engineering Research,-0.7440141573818374,0.31648826504961214
143,Climate Change Policy and Economics,-0.9000738823785865,-0.415314864154563
144,Clinical Reasoning and Diagnostic Skills,0.0037657937812448352,-0.11130690313323659
145,Clinical practice guidelines implementation,-0.08068027155943387,-0.05469613716064547
146,Cloud Computing and Resource Management,-0.03575528833490391,-0.0990033650110237
147,Cloud Data Security Solutions,-0.08687071449977601,-0.02837204642350367
148,Coding theory and cryptography,0.09517480247719569,-0.8984032262841595
149,Cognitive Functions and Memory,0.5986575540113755,-0.734749925154727
150,Cognitive Science and Education Research,0.17288554816041288,-0.22366102882312994
151,Cognitive and developmental aspects of mathematical skills,-0.16385640183851735,-0.46349988823553295
152,Color perception and design,-0.6617121870756084,-0.5314659948597099
153,Complex Network Analysis Techniques,-0.023448377165377163,0.009681074666410994
154,Complex Systems and Time Series Analysis,-0.9529801718295897,-0.17237348307291056
155,Composite Material Mechanics,0.39603574617603776,0.37002055412945284
156,Composite Structure Analysis and Optimization,0.14746630784751966,0.5206294226834856
157,"Computability, Logic, AI Algorithms",0.014564510479282122,0.007200302816420883
158,Computational Drug Discovery Methods,-0.002532444208085112,-0.0394628565827855
159,Computational Physics and Python Applications,0.022502207125048825,-0.08776030591868636
160,Computational and Text Analysis Methods,0.01463356380683141,-0.0814508179867661
161,Congenital Diaphragmatic Hernia Studies,-0.8110514112812767,-0.15350154342861827
162,Consumer Behavior in Brand Consumption and Identification,0.548760602226288,0.6516988095081683
163,Context-Aware Activity Recognition Systems,0.11076736185560392,-0.05529196625099993
164,Coral and Marine Ecosystems Studies,-0.8522219262839551,-0.07178162897226512
165,Coronary Interventions and Diagnostics,0.5472149577926693,-0.6827390968461766
166,"Counseling, Therapy, and Family Dynamics",-0.8275927247606267,-0.33563734195056455
167,Creativity in Education and Neuroscience,-0.0655066781148478,0.08158508518444736
168,Crime Patterns and Interventions,-0.19976106868725732,0.9220052322810708
169,Crustacean biology and ecology,-0.8192294070636249,-0.2679382684701736
170,Cryptographic Implementations and Security,-0.7906828372223775,-0.6809314554521276
171,Cryptography and Data Security,0.7584932607728465,0.49256945162897453
172,Cultural Differences and Values,0.014522162354928791,-0.09661701501192968
173,Cutaneous Melanoma Detection and Management,-0.007852007097923358,-0.1197566657634872
174,Cystic Fibrosis Research Advances,0.812467327109047,-0.6276196696298203
175,Cytokine Signaling Pathways and Interactions,0.07448501917379535,0.08555716256086811
176,DNA Repair Mechanisms,0.44623333688866873,-0.9006429036534969
177,DNA and Nucleic Acid Chemistry,0.830050910479429,-0.3449651851188079
178,Dam Engineering and Safety,0.855771835786215,0.2269479212855884
179,Data Management and Algorithms,0.08152618592972673,-0.026761599671726127
180,Data Mining Algorithms and Applications,0.05327329332601819,-0.09110545232240078
181,Data Quality and Management,-0.0038409284841657075,-0.015966227304469175
182,Data Visualization and Analytics,0.07035820504503172,-0.043789074198422304
183,Data-Driven Disease Surveillance,0.05883441295749919,-0.11667036112585309
184,Death Anxiety and Social Exclusion,-0.21311227753910778,-0.6819680324878695
185,Deception detection and forensic psychology,0.12251629432659737,-0.08283025027866346
186,Decision-Making and Behavioral Economics,0.020610651497326014,-0.17967979150227134
187,Dementia and Cognitive Impairment Research,0.06367378507521802,0.025815067134435345
188,Demographic Trends and Gender Preferences,0.7962048168469177,-0.5363030615245841
189,Design Education and Practice,0.059358384039516356,-0.059781754056001286
190,Developmental Biology and Gene Regulation,-0.11273782359231345,0.13410406696795732
191,Diamond and Carbon-based Materials Research,0.6921392113266084,0.5948192505472445
192,Diatoms and Algae Research,-0.5469833452582641,0.8150800530912125
193,"Diet, Metabolism, and Disease",0.9027745875172356,-0.42275992420053393
194,Digital Accessibility for Disabilities,0.09299085432002988,-0.1089602443985868
195,Digital Communication and Language,0.060808496484118874,0.05851272829054164
196,Digital Games and Media,0.05718780081959105,-0.10791913170077971
197,Digital Marketing and Social Media,0.015863808130661686,-0.1357635561329382
198,Digital Media Forensic Detection,-0.022927225866987644,-0.0004012698083305449
199,Digital Mental Health Interventions,-0.03143980902795437,-0.09911194281702097
200,Digital Rights Management and Security,-0.025292629374589454,-0.05065657191809523
201,Digital Storytelling and Education,0.07878239662680021,-0.13481802800103848
202,Digital Transformation in Industry,0.19823220798336513,-0.10787168217209595
203,Digital and Cyber Forensics,-0.011974451033451693,0.03318183293365361
204,Digital literacy in education,-0.06322998083529685,-0.16157553946712275
205,Discourse Analysis in Language Studies,-0.6476785588082177,-0.6152479719821469
206,Distributed Sensor Networks and Detection Algorithms,0.13952833304116943,0.03377401621873487
207,Distributed and Parallel Computing Systems,0.1062605321640354,-0.028412873733611416
208,Diverse Scientific and Economic Studies,0.36222311584693795,0.7858170429313284
209,Domain Adaptation and Few-Shot Learning,0.008781195572485209,-0.04343256688983082
210,Drilling and Well Engineering,0.7703378622320567,-0.45865066237722407
211,Dynamics and Control of Mechanical Systems,0.34101106169976986,0.05606323328332271
212,ECG Monitoring and Analysis,0.10384150732238924,-0.06430579329817958
213,EEG and Brain-Computer Interfaces,0.04953054202073716,-0.10386333136391995
214,EFL/ESL Teaching and Learning,-0.12011650314498089,0.03605822080113086
215,Eating Disorders and Behaviors,0.7839782868209306,0.339588757845941
216,Echinoderm biology and ecology,-0.5664090775169147,0.4564719994447331
217,Economic Growth and Productivity,-0.13905585359304032,-0.12433427428230703
218,Economic Theory and Policy,0.618574142297785,0.666697319130774
219,Education and Technology Integration,0.9124583257369826,-0.3506996943140284
220,Educational Games and Gamification,-0.052448008737293085,-0.07156777247505572
221,Educational Innovations and Challenges,-0.06930331514477187,-0.038775904605797176
222,Educational Technology and Assessment,0.33195666681425,0.7756790444031474
223,Elasticity and Material Modeling,0.359484473420927,0.3512005306171382
224,Electoral Systems and Political Participation,0.017516634112387134,-0.10659134865154621
225,Electric Power Systems and Control,-0.8280000924730626,-0.5808067324312102
226,Electromagnetic Simulation and Numerical Methods,-0.5382893144244695,0.7619588705614059
227,Electronic Health Records Systems,-0.45435471710785247,-0.7319519925774699
228,Electronic Packaging and Soldering Technologies,-0.920573315314807,0.011965904891596109
229,Embedded Systems Design Techniques,-0.8650323973884931,0.3087245772615082
230,Emergency and Acute Care Studies,-0.46123415347224633,0.6364990305136718
231,Emotion and Mood Recognition,0.03560837784726018,-0.061581723483412024
232,Emotions and Moral Behavior,-0.41158827707963164,-0.7212818273721909
233,Empathy and Medical Education,-0.3903255871293247,-0.6896961807936386
234,Endometriosis Research and Treatment,-0.42305943436175864,0.9180150953171622
235,Energy Efficient Wireless Sensor Networks,0.12516807006000383,0.0014850502124504705
236,Energy Load and Power Forecasting,0.06574739053118896,-0.03043237323905896
237,Environmental Chemistry and Analysis,0.3407081596106204,-0.7815067871801372
238,Environmental Engineering and Cultural Studies,0.8023847312442133,0.4672458385689254
239,Environmental Sustainability in Business,0.4978134170921365,-0.6244313769715316
240,Enzyme Catalysis and Immobilization,-0.7484318614055561,-0.37464330251019934
241,Enzyme Production and Characterization,0.17991660023742728,-0.9288067943806333
242,Enzyme Structure and Function,0.8244500578812293,-0.1606526196377408
243,Epigenetics and DNA Methylation,0.6715684338016452,0.44813258860956373
