paper_id,title,domain,year,primary_field,display_community,is_landmark,reference_count,n_future_citers,community_reach,field_entropy,cross_community_adoption,path_shortening,modularity_shock,partition_change,boundary_mixing,post_perturbation_concentration,hub_formation
ubiquitin_and_proteasome_pathways::https://openalex.org/W1969336855,Thermolability of ubiquitin-activating enzyme from the mammalian cell cycle mutant ts85,ubiquitin_and_proteasome_pathways,1984,Molecular Biology,35665531,0,5,3,2.0,-1.000088900581841e-12,0.3333333333333333,0.0,0.0,0.49096853177335187,-0.15806451612903227,0.5555555555555556,1.0
ubiquitin_and_proteasome_pathways::https://openalex.org/W1564518002,The immunochemical detection and quantitation of intracellular ubiquitin-protein conjugates.,ubiquitin_and_proteasome_pathways,1985,Molecular Biology,35665531,0,6,2,1.0,-1.000088900581841e-12,0.0,0.0,0.0,0.31127812445913294,-0.1461538461538462,1.0,1.0
ubiquitin_and_proteasome_pathways::https://openalex.org/W1529813906,Ubiquitin-mediated protein degradation.,ubiquitin_and_proteasome_pathways,1988,Molecular Biology,38050654,0,7,2,2.0,0.6931471805579453,1.0,0.0,0.0,0.46600448286698026,0.03529411764705892,0.5,1.0
ubiquitin_and_proteasome_pathways::https://openalex.org/W1995596496,ATP-dependent incorporation of 20S protease into the 26S complex that degrades proteins conjugated to ubiquitin.,ubiquitin_and_proteasome_pathways,1989,Molecular Biology,35665531,0,5,7,3.0,0.41011631828640904,0.2857142857142857,0.0,0.0,0.4752669588220984,-0.35,0.5510204081632654,1.0
ubiquitin_and_proteasome_pathways::https://openalex.org/W1573531091,Distinct 19 S and 20 S subcomplexes of the 26 S proteasome and their distribution in the nucleus and the cytoplasm.,ubiquitin_and_proteasome_pathways,1994,Oncology,37998907,0,6,10,3.0,0.6390318596471769,1.0,0.0,0.0,0.5047440727278305,-0.3921568627450981,0.6600000000000001,1.0
ubiquitin_and_proteasome_pathways::https://openalex.org/W2015997780,"Ubiquitin, proteasomes, and the regulation of intracellular protein degradation",ubiquitin_and_proteasome_pathways,1995,Molecular Biology,35665531,0,5,19,11.0,1.3097558619022143,0.5789473684210527,0.0,0.02209919261822367,0.43259904938109806,0.25098039215686274,0.21329639889196675,1.0
ubiquitin_and_proteasome_pathways::https://openalex.org/W2091403769,Role of the Ubiquitin-Proteasome Pathway in Regulating Abundance of the Cyclin-Dependent Kinase Inhibitor p27,ubiquitin_and_proteasome_pathways,1995,Oncology,33503771,0,5,33,8.0,1.2376749902553061,0.48484848484848486,0.0,0.0,0.5322248749329982,0.38095238095238093,0.3627180899908173,1.0
ubiquitin_and_proteasome_pathways::https://openalex.org/W2158708535,Signal-induced site-specific phosphorylation targets I kappa B alpha to the ubiquitin-proteasome pathway.,ubiquitin_and_proteasome_pathways,1995,Molecular Biology,35665531,0,7,40,9.0,1.0168405497259907,0.6,1.3333333333333333,0.0,0.24421704407018285,0.1462105969148223,0.345,1.0
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2004002095,Genetic analysis of ageing: role of oxidative damage and environmental stresses,genetics_aging_and_longevity_in_model_organisms,1996,Aging,56945429,0,8,16,4.0,0.6885673692982826,0.1875,1.3333333333333333,0.0,0.2196519250037486,-0.03956043956043953,0.671875,1.0
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2111882191,"Longevity, Genes, and Aging",genetics_aging_and_longevity_in_model_organisms,1996,Aging,56945429,0,7,9,2.0,0.3488320958410319,0.1111111111111111,2.0,0.006913580246913609,0.1271923195582584,0.13333333333333333,0.8024691358024691,1.0
genetics_aging_and_longevity_in_model_organisms::https://openalex.org/W2151160060,A Genetic Pathway Conferring Life Extension and Resistance to UV Stress in <i>Caenorhabditis elegans</i>,genetics_aging_and_longevity_in_model_organisms,1996,Aging,56945429,0,6,23,4.0,0.7301668894844847,0.21739130434782608,0.0,0.0,0.11828136578111935,0.1565217391304348,0.6332703213610588,1.0
ubiquitin_and_proteasome_pathways::https://openalex.org/W2013036001,Regulation of Interferon-γ-Activated STAT1 by the Ubiquitin-Proteasome Pathway,ubiquitin_and_proteasome_pathways,1996,Oncology,35750814,0,6,5,3.0,0.9502705392302345,0.8,0.0,0.0003669940253371688,0.2970945053023255,0.3716475095785441,0.44000000000000006,1.0
ubiquitin_and_proteasome_pathways::https://openalex.org/W2041156762,Huntingtin Is Ubiquitinated and Interacts with a Specific Ubiquitin-conjugating Enzyme,ubiquitin_and_proteasome_pathways,1996,Molecular Biology,35665531,0,5,6,4.0,0.8675632284784613,0.5,0.0,0.0,0.453283383687674,-0.19444444444444442,0.33333333333333337,1.0
